Brokertitle,Type,Price,Beds,Bath,Propertysqft,City,Address,Borough,Latitude,Longitude,Zip_code
LJ Realty Team Inc,Multi-family home,949000,6,3,2184,Jamaica,"117-37 141st StJamaica, NY 11436",MANHATTAN,40.677393,-73.800094,11436
Keller Williams Rlty Landmark,House,880000,3,2,1743,Flushing,"190-16 33rd AveFlushing, NY 11358",MANHATTAN,40.7668312,-73.7911175,11358
COMPASS,Townhouse,39995000,4,2,10582,Manhattan,"145 Reade StManhattan, NY 10013",MANHATTAN,40.7164224,-74.0101197,10013
Sotheby's International Realty,Townhouse,1250000,8,2,2184,New York,"246 E 58th St # ThNew York, NY 10022",MANHATTAN,40.7600248,-73.9653546,10022
"Tom Crimmins Realty, Ltd.",Contingent,899999,3,2,1784,Staten Island,"61 Prescott AveStaten Island, NY 10306",MANHATTAN,40.5788586,-74.11209,10306
J Milo Real Estate,Condo,198000,1,1,750,Queens,"118-18 Union Tpke Unit 7DQueens, NY 11415",QUEENS,40.7127599,-73.83433,11415
Howard Hanna | Rand Realty,House,549000,5,3,496,Bronx,"2808 Wickham AveBronx, NY 10469",MANHATTAN,40.8679701,-73.836565,10469
RE MAX Elite,House,1088888,3,4,1320,Brooklyn,"1568 W 2nd StBrooklyn, NY 11204",MANHATTAN,40.6090909,-73.9762651,11204
CAROZZA NICHOLAS M,House,888000,4,2,2686,Bronx,"3079 Giegerich PlBronx, NY 10465",MANHATTAN,40.8130775,-73.8063357,10465
All American Realty Management,For sale,65000,3,1,230,Manhattan,"1287266 45 Madison St Unit 1Manhattan, NY 10038",MANHATTAN,40.7120703,-73.9983258,10038
Real Broker NY LLC,House,1449999,3,2,2184,Long Island City,"21-89 47th StLong Island City, NY 11105",MANHATTAN,40.7697773,-73.9014478,11105
Serhant,Townhouse,14900000,5,5,2184,New York,"45 W 70th StNew York, NY 10023",MANHATTAN,40.7758194,-73.9785263,10023
Flateau Realty Corp,Coming Soon,1695000,5,2,2250,Ny,"871 Putnam AveNy, NY 11221",MANHATTAN,40.686947,-73.9261885,11221
EXP Realty,House,2499000,5,2,4100,Forest Hills,"152 Whitson StForest Hills, NY 11375",MANHATTAN,40.7107701,-73.8406935,11375
Sotheby's International Realty,Townhouse,1970000,4,4,2508,Brooklyn,"59 Duffield StBrooklyn, NY 11201",MANHATTAN,40.6965326,-73.9839654,11201
COMPASS,Co-op,1895000,2,2,2184,Brooklyn,"905 Union St Apt 1Brooklyn, NY 11215",BROOKLYN,40.673976,-73.973535,11215
DiTommaso Real Estate,House,689000,3,2,1248,Staten Island,"46 Kirshon AveStaten Island, NY 10314",MANHATTAN,40.6137764,-74.1600305,10314
Martino Realty Group,House,649999,3,2,1440,Staten Island,"219 Slater BlvdStaten Island, NY 10305",MANHATTAN,40.5803331,-74.0885167,10305
EXP Realty,House,669000,3,2,864,Staten Island,"74 Holly StStaten Island, NY 10304",MANHATTAN,40.5993523,-74.0953882,10304
Corcoran Westside Columbus,House,800000,3,2,825,Brooklyn,"1485 E 53rd StBrooklyn, NY 11234",MANHATTAN,40.6222734,-73.924094,11234
COMPASS,Co-op,2375000,1,2,2184,Manhattan,"10 Bleecker St Apt 5DManhattan, NY 10012",MANHATTAN,40.7252187,-73.9929764,10012
Corcoran West Side Gallery,For sale,2400000,6,6,6688,Brooklyn,"726 Nostrand AveBrooklyn, NY 11216",MANHATTAN,40.6738566,-73.9506085,11216
eXp Realty BKNY,House,390000,2,1,586,Staten Island,"231 Freeborn StStaten Island, NY 10306",MANHATTAN,40.574103,-74.0931668,10306
COMPASS,Condo,2250000,1,1,2184,Manhattan,"302 W 12th St Apt 7FManhattan, NY 10014",MANHATTAN,40.737308,-74.0046666,10014
RE MAX Edge,House,1450000,4,2,2700,Staten Island,"308 Poillon AveStaten Island, NY 10312",MANHATTAN,40.5273093,-74.1753435,10312
ROCKAWAY PROPERTIES,Condo,725000,2,2,792,Brooklyn,"627 Wilson Ave Apt 3Brooklyn, NY 11207",BROOKLYN,40.6898164,-73.9062474,11207
Sotheby's International Realty,Co-op,269000,1,1,2184,Bronx,"4901 Henry Hudson Pkwy W Apt 5FBronx, NY 10471",BRONX,40.8968048,-73.9087471,10471
COMPASS,Co-op,695000,2,2,2184,Manhattan,"575 Park Ave Unit 1101Manhattan, NY 10065",MANHATTAN,40.7651716,-73.9678719,10065
Winzone Realty Inc,House,1300000,3,2,2184,Bronx,"246 Newman AveBronx, NY 10473",MANHATTAN,40.8109146,-73.853921,10473
Ilite Realty Inc,Co-op,459000,3,2,1250,Brooklyn,"2475 W 16th St Apt 19HBrooklyn, NY 11214",MANHATTAN,40.5866482,-73.9845156,11214
"Robert DeFalco Realty, Inc.",House,689999,3,2,1008,Staten Island,"596 College AveStaten Island, NY 10302",MANHATTAN,40.621814,-74.1406264,10302
Winzone Realty Inc,Co-op,425000,3,2,1405,Corona,"58-03 Calloway St Unit 2P2Corona, NY 11368",MANHATTAN,40.7381853,-73.8581248,11368
Douglas Elliman,House,10000000,5,4,6800,New York,"166 E 64th StNew York, NY 10065",MANHATTAN,40.764989,-73.9655331,10065
Byson Real Estate Company,Co-op,1525000,2,2,2184,New York,"67 Riverside Dr Apt 1CNew York, NY 10024",MANHATTAN,40.784623,-73.9826586,10024
Brp Associates Inc,Multi-family home,1499000,9,6,3519,Brooklyn,"2619 Shore PkwyBrooklyn, NY 11223",MANHATTAN,40.583514,-73.9738903,11223
COMPASS,Co-op,695000,2,2,2184,Manhattan,"575 Park Ave Unit 1101Manhattan, NY 10065",MANHATTAN,40.7651716,-73.9678719,10065
Winzone Realty Inc,House,1300000,3,2,2184,Bronx,"246 Newman AveBronx, NY 10473",MANHATTAN,40.8109146,-73.853921,10473
Sotheby's International Realty,Co-op,269000,1,1,2184,Bronx,"4901 Henry Hudson Pkwy W Apt 5FBronx, NY 10471",BRONX,40.8968048,-73.9087471,10471
Winzone Realty Inc,Co-op,425000,3,2,1405,Corona,"58-03 Calloway St Unit 2P2Corona, NY 11368",MANHATTAN,40.7381853,-73.8581248,11368
Brp Associates Inc,Multi-family home,1499000,9,6,3519,Brooklyn,"2619 Shore PkwyBrooklyn, NY 11223",MANHATTAN,40.583514,-73.9738903,11223
"Robert DeFalco Realty, Inc.",House,519000,3,2,1480,Staten Island,"62 Simmons LnStaten Island, NY 10314",MANHATTAN,40.5939378,-74.1843153,10314
Queens Quality Management,Co-op,358000,2,1,2184,Bayside,"212-79 16 Ave Unit 183Bayside, NY 11360",QUEENS,40.7855174,-73.7797613,11360
COMPASS,Co-op,975000,3,1,2184,Manhattan,"360 W 22nd St Apt 9JManhattan, NY 10011",MANHATTAN,40.7455051,-74.0016003,10011
CHRISTIE'S INT.REAL ESTATE GROUP,Townhouse,29200000,12,10,11638,New York,"123 E 35th StNew York, NY 10016",MANHATTAN,40.747472,-73.9796788,10016
Pride Estates,Co-op,498000,2,1,975,Brooklyn,"138 71st St Apt E10Brooklyn, NY 11209",BROOKLYN,40.6351164,-74.0311609,11209
Laffey Real Estate,Co-op,385000,1,2,900,Bayside,"1805 215th St Apt 4SBayside, NY 11360",QUEENS,40.7839299,-73.77643,11360
Progress Realty Inc.,Multi-family home,999000,6,2,3144,Bronx,"851 Van Nest AveBronx, NY 10462",MANHATTAN,40.8451067,-73.8601577,10462
COMPASS,Co-op,399000,1,1,2184,Jackson Heights,"34-41 85th St Unit 3UJackson Heights, NY 11372",QUEENS,40.7531191,-73.8818757,11372
Staten Island Premiere Properties,Contingent,599000,4,4,2800,Staten Island,"77 Harbour CtStaten Island, NY 10308",MANHATTAN,40.5387352,-74.1423893,10308
"Dynasty Real Estate, Inc.",Townhouse,699998,3,2,1548,Staten Island,"159 Freedom AveStaten Island, NY 10314",MANHATTAN,40.5953144,-74.1628286,10314
Daniel Gale Sotheby's International Realty,Co-op,1088000,5,2,2184,Forest Hills,"20 Continental Ave Unit 5EFForest Hills, NY 11375",QUEENS,40.7186003,-73.8453488,11375
WW Realty Group Inc,House,999000,6,2,1280,Bronx,"3426 Boller AveBronx, NY 10475",MANHATTAN,40.8808173,-73.8350832,10475
New York Realty Minimax,Multi-family home,1188888,15,9,2184,Ridgewood,"677 Grandview AveRidgewood, NY 11385",MANHATTAN,40.7075546,-73.9036964,11385
NextHome Residential,Co-op,265000,1,1,700,Bayside,"23-45 Bell Blvd Unit 5KBayside, NY 11360",QUEENS,40.7824499,-73.7765099,11360
"MAXIMILLION REALTY, INC.",Co-op,288000,1,1,845,Brooklyn,"3901 Nostrand Ave Apt 4CBrooklyn, NY 11235",BROOKLYN,40.5894827,-73.9395372,11235
COMPASS,Co-op,999995,3,2,1750,Manhattan,"205 E 63rd St Unit 11EFManhattan, NY 10065",MANHATTAN,40.7640501,-73.964336,10065
Corcoran East Side,Co-op,1495000,2,2,1350,New York,"200 E 74th St Apt 6BNew York, NY 10021",MANHATTAN,40.7708195,-73.9595235,10021
Corcoran Park Avenue South,Co-op,925000,1,1,1000,New York,"235 E 73rd St # 4BNew York, NY 10021",MANHATTAN,40.7699425,-73.9583558,10021
Realty Connect USA LLC,Co-op,349000,2,1,2184,Kew Gardens,"84-70 129 St N Unit 5UKew Gardens, NY 11415",QUEENS,40.7050355,-73.8241699,11415
AI Realty Brokerage LLC,Condo,2000000,4,4,3000,New York,"444 E 57th St Apt 2DNew York, NY 10022",MANHATTAN,40.7573479,-73.9614914,10022
Century 21 Realty First,Condo,839000,3,2,1376,Brooklyn,"8895 26th Ave Apt 5ABrooklyn, NY 11214",MANHATTAN,40.5905451,-73.9910402,11214
Platinum Properties of Long Island,Co-op,329000,1,1,820,Forest Hills,"111-39 76th Rd Unit E6Forest Hills, NY 11375",QUEENS,40.7157399,-73.83672,11375
Keller Williams Hudson Valley,Multi-family home,899000,6,3,3683,Bronx,"948 E 217th StBronx, NY 10469",MANHATTAN,40.8796143,-73.856153,10469
Citadel Circle Realty,House,615000,3,2,2184,Brownville,"534 Powell StBrownville, NY 11212",MANHATTAN,40.6610456,-73.9019953,11212
Sotheby's International Realty,Condo,800000,2,2,1257,New York,"309 E 108th St Apt 5FNew York, NY 10029",MANHATTAN,40.7917785,-73.9406204,10029
Coldwell Banker Advantage,Condo,430000,2,2,1248,Staten Island,"527 Willow Rd E Unit 2Staten Island, NY 10314",STATEN_ISLAND,40.6123868,-74.1511288,10314
Jessica Viola,Contingent,499000,3,2,1288,Staten Island,"625 Goethals Rd NStaten Island, NY 10314",MANHATTAN,40.6166867,-74.1576647,10314
Keller Williams Realty Liberty,Co-op,439500,3,2,1400,Kew Gardens,"83-80 118th St Unit 3OKew Gardens, NY 11415",QUEENS,40.7047878,-73.8344551,11415
Prime Properties Long Island,Co-op,299000,1,1,2184,Kew Gardens,"118-18 Union Tpke Unit 17GKew Gardens, NY 11415",QUEENS,40.7123992,-73.8339305,11415
"Robert DeFalco Realty, Inc.",House,2580000,8,2,6493,Staten Island,"60 Lyman PlStaten Island, NY 10304",MANHATTAN,40.6050685,-74.0969483,10304
RE MAX Distinguished Homes & Properties,Condo,200000,1,1,613,Bronx,"1700 Metropolitan Ave Apt MhBronx, NY 10462",MANHATTAN,40.840459,-73.8542045,10462
Oxford Property Group,Co-op,425000,3,1,2184,New York,"504 W 135th St Apt 1BNew York, NY 10031",MANHATTAN,40.8189893,-73.953108,10031
BESMATCH REAL ESTATE,Co-op,69000,1,1,850,Bronx,"1185 Anderson Ave Apt 2EBronx, NY 10452",BRONX,40.8366623,-73.9239586,10452
Corcoran West Side Gallery,Condo,1995000,3,2,1546,New York,"272 W 107th St Apt 8DNew York, NY 10025",MANHATTAN,40.8018548,-73.9672877,10025
COMPASS,Co-op,230000,1,1,620,Manhattan,"255 W 108th St Apt 1FManhattan, NY 10025",MANHATTAN,40.8028416,-73.9670229,10025
Crifasi Real Estate Inc,Co-op,220000,1,1,590,Briarwood,"82-35 134th St Unit 2DBriarwood, NY 11435",QUEENS,40.7130136,-73.8230375,11435
E Realty International Corp,Co-op,198000,3,1,2184,Flushing,"42-40 Bowne St Unit 6FFlushing, NY 11355",QUEENS,40.756144,-73.8213672,11355
Brown Harris Stevens,Co-op,1495000,1,2,2184,Manhattan,"48 Gramercy Park N Apt 1BManhattan, NY 10010",MANHATTAN,40.7382884,-73.9851838,10010
Corcoran West Side,Co-op,475000,1,1,615,New York,"520 E 90th St Apt 1LNew York, NY 10128",MANHATTAN,40.7779975,-73.9445342,10128
Rad Marketing Corp,Co-op,199900,2,1,2184,Rosedale,"234-04 131 Ave Unit 2Rosedale, NY 11422",QUEENS,40.6779049,-73.733881,11422
Joanne Costa Realty,House,1150000,2,2,1444,Staten Island,"91 Flagg CtStaten Island, NY 10304",MANHATTAN,40.5882505,-74.1087291,10304
Corcoran Park Slope,House,1575000,3,2,2184,Brooklyn,"530 4th StBrooklyn, NY 11215",MANHATTAN,40.6683947,-73.9762195,11215
KELLER WILLIAMS REALTY LANDMARK II,Co-op,229000,1,1,2184,Jackson Heights,"33-05 92nd St Unit 1BJackson Heights, NY 11372",QUEENS,40.7562792,-73.8758052,11372
Corcoran SoHo,For sale,2700000,8,4,2184,Brooklyn,"122 Willoughby AveBrooklyn, NY 11205",MANHATTAN,40.6914843,-73.9676428,11205
C J Robin's Real Estate,Condo,320000,2,2,936,Bronx,"1860 Story Ave Unit 36CBronx, NY 10473",BRONX,40.8236857,-73.8611313,10473
RE MAX Edge,Co-op,295000,2,1,700,Brooklyn,"1275 E 5th St Apt 6ABrooklyn, NY 11230",BROOKLYN,40.6196386,-73.9707307,11230
Spire Group Inc.,House,550000,3,2,2184,Brooklyn,"4211 Snyder AveBrooklyn, NY 11203",MANHATTAN,40.6498755,-73.9375091,11203
Serhant,Condo,285000,2,1,1000,Bronx,"1439 Metropolitan Ave Apt 6ABronx, NY 10462",BRONX,40.8362269,-73.8612346,10462
Voro Llc,Co-op,328000,1,1,800,Elmhurst,"83-30 Vietor Ave Unit 414Elmhurst, NY 11373",QUEENS,40.743059,-73.880983,11373
Skylux Realty,Multi-family home,1388000,4,3,2184,Flushing,"25-02 169th StFlushing, NY 11358",MANHATTAN,40.774158,-73.7957477,11358
EXP Realty,Multi-family home,3000000,10,10,2184,Brooklyn Heights,"120 Pierrepont StBrooklyn Heights, NY 11201",MANHATTAN,40.6949321,-73.9928542,11201
New York Realty Minimax,Multi-family home,2198888,7,6,2184,Ridgewood,"662 Seneca AveRidgewood, NY 11385",MANHATTAN,40.7032697,-73.9088462,11385
Howard Hanna | Rand Realty,Multi-family home,650000,6,2,2310,Bronx,"936 Taylor AveBronx, NY 10473",MANHATTAN,40.8244358,-73.8633737,10473
Corcoran Park Avenue South,Condo,1100000,1,2,890,New York,"247 W 46th St Apt 1506New York, NY 10036",MANHATTAN,40.7598542,-73.9874427,10036
Gosen Properties Inc,Townhouse,2649000,5,4,4050,Brooklyn,"282 Macon StBrooklyn, NY 11216",MANHATTAN,40.6820924,-73.9393924,11216
Corcoran Park Slope,Co-op,849000,2,1,800,Brooklyn,"299 13th St Apt 3DBrooklyn, NY 11215",BROOKLYN,40.6662599,-73.9870141,11215
Sotheby's International Realty,For sale,6500000,2,2,2184,New York,"995 Fifth Ave Apt 11NNew York, NY 10028",MANHATTAN,40.778004,-73.962547,10028
HOULIHAN LAWRENCE,Co-op,560000,3,1,550,New York,"165 W End Ave Apt 16CNew York, NY 10023",MANHATTAN,40.777244,-73.9868738,10023
Corcoran Park Avenue South,Condo,1100000,1,2,890,New York,"247 W 46th St Apt 1506New York, NY 10036",MANHATTAN,40.7598542,-73.9874427,10036
Gosen Properties Inc,Townhouse,2649000,5,4,4050,Brooklyn,"282 Macon StBrooklyn, NY 11216",MANHATTAN,40.6820924,-73.9393924,11216
Corcoran Park Slope,Co-op,849000,2,1,800,Brooklyn,"299 13th St Apt 3DBrooklyn, NY 11215",BROOKLYN,40.6662599,-73.9870141,11215
RE MAX Elite,Co-op,418888,2,1,900,Brooklyn,"946 59th St Apt 4BBrooklyn, NY 11219",BROOKLYN,40.6339124,-74.0058434,11219
RE MAX Real Estate Professionals,Multi-family home,2600000,3,3,3978,Brooklyn,"99 Bay 11th StBrooklyn, NY 11228",MANHATTAN,40.6083914,-74.0100209,11228
Velez Realty Corp,Multi-family home,899000,8,2,2160,Bronx,"3214 Seymour AveBronx, NY 10469",MANHATTAN,40.8728082,-73.8469489,10469
CENTURY 21 Dawn's Gold Realty,Multi-family home,979000,8,3,2860,Brooklyn,"309 E 96th StBrooklyn, NY 11212",MANHATTAN,40.6597134,-73.9195979,11212
Sbny Re,Co-op,199000,1,1,2184,Forest Hills,"67-38 108 St Unit D5Forest Hills, NY 11375",QUEENS,40.7282899,-73.8472,11375
Sotheby's International Realty,For sale,815000,3,1,2184,New York,"310 E 46th St Apt 6SNew York, NY 10017",MANHATTAN,40.751918,-73.9698335,10017
Signature Premier Properties,Condo,1025000,1,1,800,New York,"460 E 79th St Apt 9FNew York, NY 10075",MANHATTAN,40.7712538,-73.950858,10075
COMPASS,Condo,1375000,1,2,920,Manhattan,"188 E 64th St Apt 802Manhattan, NY 10065",MANHATTAN,40.7645034,-73.9648503,10065
Keller Williams NYC,Condo,875000,3,2,1437,New York,"105 Bennett Ave Apt 21ANew York, NY 10033",MANHATTAN,40.8539526,-73.9345678,10033
"MAXIMILLION REALTY, INC.",Multi-family home,1350000,6,3,3000,Brooklyn,"2535 E 24th StBrooklyn, NY 11235",MANHATTAN,40.5902653,-73.9455056,11235
Corcoran Williamsburg Bedford,For sale,989000,7,3,2184,Brooklyn,"1408 Remsen AveBrooklyn, NY 11236",MANHATTAN,40.6360957,-73.9018295,11236
Scott Dobrin Realty,Multi-family home,815156,4,4,2945,Staten Island,"156 Davis AveStaten Island, NY 10310",MANHATTAN,40.6402659,-74.110402,10310
Momentum Real Estate Llc,Multi-family home,1949000,3,5,2560,Brooklyn,"11 Brighton 10th PathBrooklyn, NY 11235",MANHATTAN,40.5813374,-73.9589282,11235
Redfin Real Estate,Multi-family home,669000,5,2,1893,Far Rockaway,"418 Beach 37th StFar Rockaway, NY 11691",MANHATTAN,40.5967151,-73.7696424,11691
Fillmore Real Estate,Multi-family home,900500,4,2,2184,Brooklyn,"10716 Avenue JBrooklyn, NY 11236",MANHATTAN,40.6468871,-73.8907758,11236
CLAS,Co-op,1465000,3,3,2184,New York,"215 E 73rd St Unit 4ANew York, NY 10021",MANHATTAN,40.7701914,-73.9590118,10021
Sotheby's International Realty,For sale,899000,3,1,1100,New York,"529 W 42nd St Apt 2GNew York, NY 10036",MANHATTAN,40.7604194,-73.9968086,10036
COMPASS,Condo,1100000,1,1,726,Manhattan,"88 Greenwich St Apt 2307Manhattan, NY 10006",MANHATTAN,40.7078844,-74.0140879,10006
"Century 21 Amiable Realty Group II, Inc.",Multi-family home,1199000,6,5,2184,Howard Beach,"151-42 82nd StHoward Beach, NY 11414",MANHATTAN,40.6662035,-73.8525027,11414
Corcoran Chelsea/Flatiron,For sale,325000,2,1,2184,New York,"12 W 107th St Apt 2BNew York, NY 10025",MANHATTAN,40.7989043,-73.9604812,10025
New York Realty Minimax,Multi-family home,1230000,4,3,2184,Ridgewood,"74-06 64th LnRidgewood, NY 11385",MANHATTAN,40.700194,-73.8907488,11385
Brown Harris Stevens,Co-op,3950000,3,3,2184,Manhattan,"2 Sutton Pl S Apt 19FManhattan, NY 10022",MANHATTAN,40.7573949,-73.9606545,10022
ANNE LOPA REAL ESTATE,House,2147483647,7,6,10000,New York,"6659-6675 Amboy RdNew York, NY 10309",MANHATTAN,40.5184841,-74.2244185,10309
KELLER WILLIAMS REALTY LANDMARK II,Multi-family home,1350000,10,5,3383,Brooklyn,"188 Richmond StBrooklyn, NY 11208",MANHATTAN,40.6828535,-73.8769965,11208
OneSpace Realty Group LLC,House,799000,5,3,1800,Brooklyn,"1124 E 51st StBrooklyn, NY 11234",MANHATTAN,40.6336127,-73.9276041,11234
Keller Williams Realty Greater Nassau,House,1599000,5,3,5600,Staten Island,"1233 Todt Hill RdStaten Island, NY 10304",MANHATTAN,40.5813757,-74.1131912,10304
"Robert DeFalco Realty, Inc.",House,1299900,4,4,2755,Staten Island,"346 George StStaten Island, NY 10307",MANHATTAN,40.5065922,-74.2393503,10307
Corcoran Brooklyn Heights,Co-op,370000,1,1,2184,Brooklyn,"100 Remsen St Apt 3FBrooklyn, NY 11201",BROOKLYN,40.6939582,-73.9943695,11201
Living NY,For sale,3225,3,1,2184,New York,"635 W 170th St Apt 2CNew York, NY 10032",MANHATTAN,40.8434062,-73.9407947,10032
Douglas Elliman,Co-op,3649000,3,2,2184,New York,"11 W 30th St Apt 11FNew York, NY 10001",MANHATTAN,40.7464683,-73.9872992,10001
"Empire City Properties, LLC",Multi-family home,860000,5,3,2324,Brooklyn,"3743 Neptune AveBrooklyn, NY 11224",MANHATTAN,40.5768936,-74.0048793,11224
Re/Max Edge,House,765000,3,4,2205,Staten Island,"80 Longview RdStaten Island, NY 10304",MANHATTAN,40.611142,-74.0905357,10304
Douglas Elliman,Co-op,259000,1,1,750,Brooklyn,"3500 Snyder Ave Apt 5NBrooklyn, NY 11203",BROOKLYN,40.6491203,-73.9440658,11203
The Turner Realty Group Inc,Multi-family home,1500000,8,3,3135,Brooklyn,"1601 Nostrand AveBrooklyn, NY 11226",MANHATTAN,40.6471477,-73.9489423,11226
Brown Harris Stevens,Condo,850000,2,2,1005,Manhattan,"340 Cabrini Blvd Apt 501Manhattan, NY 10040",MANHATTAN,40.856444,-73.9377616,10040
Living NY,For sale,2494,2,1,2184,New York,"635 W 170th St Apt 4FNew York, NY 10032",MANHATTAN,40.8434062,-73.9407947,10032
5 Boro Realty Corp,Condo,99000,1,1,2184,Brooklyn,"1368 E 92nd St Unit 300Brooklyn, NY 11236",BROOKLYN,40.6372545,-73.9002674,11236
Douglas Elliman,Co-op,535000,1,1,750,Brooklyn,"192 E 8th St Apt 1CBrooklyn, NY 11218",BROOKLYN,40.6453011,-73.9723049,11218
Coldwell Banker Advantage,Multi-family home,849998,4,2,2342,Staten Island,"358 Lamoka AveStaten Island, NY 10312",MANHATTAN,40.5487767,-74.1629254,10312
Sotheby's International Realty,For sale,1100000,2,2,2184,New York,"2235 Frederick Douglass Blvd Apt 7KNew York, NY 10027",MANHATTAN,40.807426,-73.9535703,10027
SkyLimit Realty Group,Multi-family home,998000,5,3,1574,Maspeth,"60-17 59th AveMaspeth, NY 11378",MANHATTAN,40.7190856,-73.9060914,11378
CENTURY 21 Achievers,Multi-family home,1500000,3,2,2184,Brooklyn,"3115 Glenwood RdBrooklyn, NY 11210",MANHATTAN,40.634316,-73.9462919,11210
New Concept Sheiks Realty Inc.,Multi-family home,875000,6,3,2860,Bronx,"1779 Edenwald AveBronx, NY 10466",MANHATTAN,40.8920958,-73.8487361,10466
COMPASS,Condo,2350000,1,2,1144,Manhattan,"456 W 19th St Units 4 & 5CManhattan, NY 10011",MANHATTAN,40.7449256,-74.0057175,10011
BESMATCH REAL ESTATE,Multi-family home,850000,5,2,1908,Bronx,"4346 Edson AveBronx, NY 10466",MANHATTAN,40.8979269,-73.8463057,10466
Sotheby's International Realty,For sale,4000000,3,2,2248,New York,"445 Lafayette St Apt 14ANew York, NY 10003",MANHATTAN,40.7295412,-73.9913066,10003
Douglas Elliman,Co-op,1200000,3,2,2184,New York,"955 Lexington Ave Unit 5CNew York, NY 10021",MANHATTAN,40.7687538,-73.9631311,10021
Serhant,Condo,12000000,4,4,3809,New York,"67 Franklin St # ANew York, NY 10013",MANHATTAN,40.7174584,-74.0038831,10013
CHRISTIE'S INT.REAL ESTATE GROUP,Co-op,1300000,2,2,2184,New York,"269 W 87th St Apt 6CNew York, NY 10024",MANHATTAN,40.7895034,-73.9769713,10024
"Nest Seekers International, Westside",For sale,799000,3,1,585,New York,"240 Riverside Blvd Apt 3PNew York, NY 10069",MANHATTAN,40.7804721,-73.9871434,10069
Steven Corcoran Real Estate LLC,Co-op,339000,3,1,250,New York,"314 E 41st St Apt 303BNew York, NY 10017",MANHATTAN,40.7488879,-73.9723947,10017
RE MAX Distinguished Homes & Properties,Multi-family home,875000,7,5,2680,Bronx,"1126 Ward AveBronx, NY 10472",MANHATTAN,40.8270095,-73.8766285,10472
Keller Williams Realty NYC Grp,Multi-family home,799000,7,2,2296,Bronx,"1341 Fteley AveBronx, NY 10472",MANHATTAN,40.8333931,-73.8727914,10472
